Centre of Mass of panels with actuation of inner region at: 20 and outer angle at 120
0.6582185,-3.85244,0.01789764
0.9663104,-4.4054,0.01651855
0.6438811,-4.949642,0.02471791
0.9556177,-5.500159,0.0160875
0.6284746,-6.035795,0.09327879
0.9277346,-6.58066,0.2042799
0.6022345,-7.049911,0.4737774
0.8959449,-7.544766,0.7323877
0.5703009,-7.93826,1.104956
0.8747719,-8.414433,1.389518
0.5443811,-8.859947,1.683214
0.8541616,-9.396261,1.795542
0.5423243,-9.933271,1.790068
0.8894522,-10.41664,1.591529
0.6129583,-10.91404,1.311573
0.9748229,-11.32642,0.9883125
0.7141168,-11.8328,0.7056205
1.068068,-12.29294,0.4517498
0.786976,-12.84395,0.3069469
1.116774,-13.36176,0.1529049
0.8120513,-13.91387,0.08599558
-0.275819,-3.288662,0.113046
0.02732358,-3.840812,0.06441545
-0.2924841,-4.384326,0.05983724
0.01234873,-4.934247,0.02083804
-0.3129876,-5.474727,0.0175045
-0.002890922,-6.017236,0.0957231
-0.3320822,-6.533683,0.2396223
-0.02673239,-7.020885,0.5012087
-0.3634607,-7.465816,0.8007088
-0.05975551,-7.904641,1.145082
-0.3972211,-8.358577,1.432899
-0.09112648,-8.85584,1.68077
-0.4107221,-9.392321,1.735875
-0.08974373,-9.937351,1.723257
-0.3700975,-10.44258,1.469942
-0.01723649,-10.9241,1.254088
-0.2664235,-11.37204,0.8821852
0.08802726,-11.84604,0.661348
-0.1816706,-12.33513,0.373012
0.1597209,-12.85668,0.2761814
-0.14674,-13.39152,0.1381269
0.1793072,-13.93434,0.1006664
-0.1332348,-14.48253,0.02607385
-1.168169,-2.777239,0.5072511
-0.8770165,-3.299633,0.3074116
-1.19094,-3.845849,0.3216707
-0.9181101,-4.380745,0.1291136
-1.245653,-4.919026,0.08578036
-0.9446647,-5.464466,0.01644817
-1.270516,-6.003623,0.05690371
-0.963126,-6.529509,0.2010664
-1.292673,-7.020209,0.4172305
-0.9947547,-7.46332,0.7540593
-1.332106,-7.900209,1.063483
-1.030812,-8.350817,1.388026
-1.361087,-8.858444,1.55915
-1.040739,-9.393003,1.652763
-1.338645,-9.920127,1.497962
-0.9905772,-10.42407,1.327899
-1.236902,-10.87282,0.9539611
-0.8782203,-11.34149,0.7235687
-1.129074,-11.79947,0.371663
-0.7962983,-12.31663,0.239229
-1.095393,-12.83638,0.06534441
-0.7751178,-13.38079,0.06039507
-1.084178,-13.92723,0.05167013
-0.7655502,-14.47102,0.05130517
-1.095328,-15.01114,0.08633718
-1.974576,-2.321506,1.0934
-1.705857,-2.830891,0.8351476
-2.017633,-3.378788,0.8616491
-1.780895,-3.877658,0.5480676
-2.116122,-4.408319,0.4705177
-1.86456,-4.918624,0.2041044
-2.199582,-5.451083,0.1489468
-1.902722,-5.99244,0.07287859
-2.22786,-6.526752,0.1589755
-1.922233,-7.029014,0.3642597
-2.255922,-7.482593,0.6452847
-1.962325,-7.905875,1.012069
-2.300788,-8.35986,1.29101
-1.993054,-8.861412,1.507678
-2.310475,-9.395096,1.48228
-1.964442,-9.915784,1.377233
-2.21235,-10.37522,1.027275
-1.845469,-10.82893,0.7777727
-2.083619,-11.27223,0.3977442
-1.742491,-11.77382,0.2305991
-2.040272,-12.28948,0.0586096
-1.723577,-12.83386,0.02456083
-2.02528,-13.37413,0.09183928
-1.706921,-13.91589,0.1221644
-1.996946,-14.43461,0.323898
-1.69101,-14.98436,0.2861052
-1.986684,-15.50852,0.4860422
-2.821012,-1.823954,1.478658
-2.530147,-2.370913,1.383021
-2.859452,-2.912678,1.389417
-2.595315,-3.425083,1.123822
-2.932328,-3.957161,1.039479
-2.702695,-4.443415,0.703948
-3.056253,-4.954925,0.5894442
-2.813459,-5.453998,0.2952308
-3.156389,-5.981083,0.228738
-2.861172,-6.518829,0.1679566
-3.186724,-7.04709,0.2884305
-2.883827,-7.507055,0.5804489
-3.225488,-7.933717,0.8985018
-2.932282,-8.36629,1.24859
-3.270002,-8.873568,1.385456
-2.942194,-9.4093,1.400326
-3.199781,-9.897727,1.120525
-2.822258,-10.33317,0.8533059
-3.039994,-10.74998,0.4302203
-2.693822,-11.23756,0.2449383
-2.991255,-11.74983,0.08992957
-2.67014,-12.29348,0.0763688
-2.958714,-12.82487,0.2158785
-2.629999,-13.36197,0.2615266
-2.895777,-13.85828,0.5487356
-2.573622,-14.40456,0.5809466
-2.824705,-14.90922,0.8702428
-2.525794,-15.46557,0.8191367
-2.82004,-15.99542,0.9946031
-3.724143,-1.283997,1.349715
-3.447076,-1.817402,1.536259
-3.77965,-2.358913,1.554179
-3.481756,-2.913538,1.507922
-3.811629,-3.453872,1.444232
-3.532389,-3.982165,1.244306
-3.874654,-4.509735,1.156014
-3.638406,-4.998224,0.8313568
-4.002883,-5.500635,0.7057841
-3.771936,-5.986583,0.37718
-4.110425,-6.511114,0.2762383
-3.81761,-7.040259,0.244477
-4.122048,-7.558313,0.4067099
-3.83795,-7.961628,0.767402
-4.191171,-8.43143,0.9704275
-3.892295,-8.898376,1.249916
-4.17171,-9.440225,1.115264
-3.819901,-9.904883,0.9720388
-4.02866,-10.30716,0.5279805
-3.647149,-10.73194,0.2570351
-3.929355,-11.20644,0.1060368
-3.619912,-11.76001,0.1318162
-3.883668,-12.26858,0.375396
-3.542026,-12.79609,0.4514932
-3.794949,-13.27494,0.7829627
-3.46772,-13.8207,0.8242832
-3.732898,-14.33651,1.077988
-3.414539,-14.88688,1.097393
-3.723521,-15.42288,1.218026
-3.419536,-15.97904,1.170699
-3.724339,-16.51018,1.049149
-4.584647,-0.7515635,0.9237902
-4.344214,-1.266057,1.211863
-4.685655,-1.793809,1.280214
-4.403879,-2.337023,1.44377
-4.734634,-2.879033,1.413199
-4.444075,-3.436892,1.461622
-4.776393,-3.976555,1.423352
-4.485671,-4.520749,1.321983
-4.823112,-5.054097,1.260341
-4.580163,-5.546284,0.9617577
-4.926057,-6.043272,0.7948724
-4.712163,-6.50035,0.4427198
-4.980214,-7.039346,0.403071
-4.722735,-7.497551,0.3947321
-4.97007,-7.968465,0.5423535
-4.724864,-8.392973,0.6980361
-4.982492,-8.859265,0.6976218
-4.70112,-9.305854,0.8093517
-4.950567,-9.780772,0.6077254
-4.629913,-10.21782,0.4624785
-4.925684,-10.72298,0.3637573
-4.539715,-11.19473,0.2727005
-4.757351,-11.66348,0.5976858
-4.433376,-12.20558,0.6763286
-4.68573,-12.67327,1.013842
-4.376211,-13.2311,1.037519
-4.665061,-13.76596,1.188238
-4.352819,-14.31854,1.190708
-4.670659,-14.86274,1.177486
-4.35419,-15.4142,1.188806
-4.658515,-15.94956,1.03914
-4.34817,-16.49418,0.9544737
-4.612816,-16.98626,0.6612556
-5.471092,-0.1984556,0.5517904
-5.20837,-0.723026,0.7982845
-5.542649,-1.252036,0.8613774
-5.278011,-1.792985,1.057378
-5.599666,-2.336689,1.005781
-5.333402,-2.875492,1.210535
-5.660372,-3.418361,1.147048
-5.397556,-3.970916,1.317949
-5.737593,-4.508978,1.277828
-5.449961,-5.064283,1.327564
-5.78438,-5.594545,1.210663
-5.526615,-6.097493,0.964529
-5.76307,-6.58493,0.6990276
-5.517293,-7.016889,0.5475368
-5.770126,-7.49365,0.5715007
-5.50744,-7.950445,0.5654415
-5.769884,-8.405784,0.5797631
-5.505242,-8.860063,0.611086
-5.764227,-9.318834,0.5962117
-5.491078,-9.774006,0.5986936
-5.755215,-10.23801,0.5637846
-5.468,-10.69461,0.4935355
-5.733028,-11.17994,0.653971
-5.309414,-11.59241,0.8540539
-5.61124,-12.09484,1.079073
-5.296776,-12.64413,1.161446
-5.592275,-13.19226,1.136532
-5.28615,-13.74597,1.144006
-5.576429,-14.27836,0.9691501
-5.27493,-14.83305,1.005293
-5.560656,-15.35786,0.7951252
-5.255284,-15.91218,0.8257151
-5.539873,-16.43506,0.6053916
-5.228212,-16.97474,0.5253022
-5.529952,-17.47227,0.2728993
-6.398694,0.3716965,0.3165056
-6.104406,-0.1613979,0.4950476
-6.427822,-0.6956998,0.5374048
-6.139462,-1.245565,0.6526846
-6.435309,-1.792452,0.5514353
-6.158929,-2.335267,0.7110338
-6.451565,-2.88298,0.590659
-6.206312,-3.416918,0.8269525
-6.498278,-3.968976,0.7100662
-6.295262,-4.50008,0.992807
-6.623012,-5.039401,0.8991178
-6.396395,-5.56609,1.06835
-6.555699,-6.105439,0.7945096
-6.303804,-6.577974,0.7017149
-6.562707,-7.039873,0.6301966
-6.298358,-7.495033,0.5918266
-6.561688,-7.95237,0.5839487
-6.296656,-8.408845,0.5778283
-6.558666,-8.866941,0.5826836
-6.291747,-9.323326,0.5899183
-6.554053,-9.783098,0.595051
-6.285684,-10.24051,0.5915188
-6.549592,-10.70207,0.6291301
-6.273533,-11.16102,0.6518372
-6.548122,-11.62588,0.7136666
-6.207374,-12.06843,0.9384463
-6.471982,-12.61654,0.808355
-6.175749,-13.1576,0.910937
-6.446756,-13.68016,0.6863523
-6.157969,-14.23843,0.7274418
-6.453054,-14.76488,0.5577383
-6.150832,-15.31678,0.5797568
-6.463615,-15.85079,0.4743623
-6.152823,-16.39902,0.4671029
-6.471776,-16.93783,0.3999929
-6.159518,-17.47014,0.2841637
-6.510638,-17.98727,0.1648619
-7.347131,0.919903,0.1625695
-7.03398,0.3915549,0.3180631
-7.357706,-0.144736,0.3676605
-7.047757,-0.6961766,0.4089768
-7.338645,-1.245102,0.2998656
-7.022544,-1.789137,0.3262823
-7.30845,-2.33454,0.1970354
-7.008772,-2.877363,0.2973678
-7.29073,-3.426206,0.1768583
-7.01188,-3.962138,0.3408135
-7.295374,-4.508373,0.2043398
-7.089509,-5.039176,0.4708635
-7.326854,-5.601861,0.4389158
-7.101444,-6.098748,0.6090258
-7.355764,-6.579391,0.6094055
-7.091574,-7.038909,0.612665
-7.354957,-7.497117,0.6094801
-7.089779,-7.954142,0.5933481
-7.352336,-8.412518,0.5951641
-7.08647,-8.86931,0.591122
-7.349021,-9.327994,0.5996944
-7.082623,-9.785004,0.6081364
-7.346164,-10.24406,0.6315365
-7.080032,-10.70181,0.6497338
-7.344337,-11.16087,0.6877184
-7.065911,-11.6239,0.645216
-7.372077,-12.08999,0.6072455
-7.030738,-12.58419,0.5859107
-7.363251,-13.10662,0.5849209
-7.049675,-13.65412,0.5713143
-7.365318,-14.1978,0.6147016
-7.067121,-14.74894,0.5419114
-7.378358,-15.29151,0.6085476
-7.080895,-15.839,0.5159
